"registro_id","url","title","word_count"
"583","https://www.boatos.org/entretenimento/silvio-santos-morreu-ontem-2024-virou-noticia-jornal-nacional.html","É falso que apresentador Silvio Santos tenha morrido “ontem”, em 2024, e virado notícia no JN","336"
"584","https://www.boatos.org/entretenimento/silvio-santos-morreu.html","Silvio Santos morreu hoje aos 86 anos #boato","517"
"585","https://www.boatos.org/entretenimento/silvio-santos-revela-em-entrevista-que-se-curou-da-artrose-com-gotas-milagrosas.html","Silvio Santos não tem artrose e muito menos se curou da doença com “gotas milagrosas”","963"
"586","https://www.boatos.org/entretenimento/simpsons-previu-chegada-coronavirus-episodio-1993.html","Os Simpsons previu a chegada do coronavírus em episódio de 1993 #boato","671"
"587","https://www.boatos.org/entretenimento/simpsons-previu-fraude-eleicoes-dos-eua-vitoria-biden-futuro-sombrio.html","Simpsons previu fraude nas eleições dos EUA, vitória de Biden e futuro sombrio #boato","817"
"588","https://www.boatos.org/entretenimento/stenio-garcia-morreu-hospital-confirmou-morte-ator.html","Stênio Garcia morreu e hospital confirmou a morte do ator #boato","815"
"589","https://www.boatos.org/entretenimento/steven-tyler-foi-levado-ao-hospital-apos-sofrer-colapso-grave-em-show.html","É falso que Steven Tyler foi levado ao hospital após sofrer colapso grave em show","572"
"590","https://www.boatos.org/entretenimento/suzana-vieira-indicou-tratamento-contra-dores-no-programa-do-bial.html","Vídeo que mostra Suzana Vieira falando de tratamento milagroso no Bial é fake criado com IA que esconde golpe","834"
"591","https://www.boatos.org/entretenimento/suzana-vieira-morreu-em-marco-de-2025.html","Mais uma fake news sobre mortes de artistas, agora de Suzana Vieira, circula na internet","438"
"592","https://www.boatos.org/entretenimento/sylvester-stallone-morreu-cancer.html","Sylvester Stallone morreu nesta madrugada de câncer de próstata #boato","501"
"593","https://www.boatos.org/entretenimento/tapa-de-will-smith-em-chris-rock-foi-armacao-da-pfizer-promover-remedio-alopecia.html","Tapa de Will Smith em Chris Rock foi uma armação da Pfizer para promover remédio para alopecia #boato","899"
"594","https://www.boatos.org/entretenimento/tonia-carrero-morreu-boato-de-morte-da-atriz-circula-na-web.html","Tônia Carrero morreu: boato de morte da atriz circula na web","373"
"595","https://www.boatos.org/entretenimento/tony-ramos-morreu-em-dezembro-de-2025.html","Voz sintética e ‘caça-cliques’ espalham fake de que o ator Tony Ramos morreu em dezembro de 2025","768"
"596","https://www.boatos.org/entretenimento/trump-expulsou-anitta-dos-estados-unidos-em-2025.html","É falso que Trump expulsou Anitta dos EUA; cantora voltou por decisão própria","466"
"597","https://www.boatos.org/entretenimento/ultima-mensagem-marcelo-rezende.html","Última mensagem de Marcelo Rezende para o Brasil é divulgada #boato","436"
